지정상품(국문),NICE분류,유사군코드,지정상품(영문),
가정용 퇴비용기 판매알선업,35,S2014,Sales arranging of compost containers for household purposes,
가정용 회전식 건조기용 볼 판매알선업,35,S2014,Sales arranging of tumble dryer balls [household utensils],
건조용 행주 판매알선업,35,S2014,Sales arranging of dish towels for drying,
걸레짜는 물통 판매알선업,35,S2014,Sales arranging of mop wringer buckets,
골프 퍼팅그린용 브러시 판매알선업,35,S2014,Sales arranging of brushes for grooming golf putting greens,
골프용품 세척용 브러시 판매알선업,35,S2014,Sales arranging of brushes for cleaning golf equipment,
광섬유 커넥터 세척용 천 판매알선업,35,S2014,Sales arranging of cloths for cleaning optical fiber connectors,
광택용 가죽(걸레) 판매알선업,35,S2014,Sales arranging of polishing leather,
광택용 재료(조제/종이/광석은 제외) 판매알선업,35,S2014,"Sales arranging of polishing materials for making shiny, except preparations, paper and stone",
광택용 천 판매알선업,35,S2014,Sales arranging of cloths for polishing,
광택용 천 판매알선업,35,S2014,Sales arranging of polishing cloths,
구두 광택용 천 판매알선업,35,S2014,Sales arranging of shoe shine cloths,
그릴 스크레이퍼(청소용구) 판매알선업,35,S2014,Sales arranging of grill scrapers [cleaning articles],
금속제 청소용 패드 판매알선업,35,S2014,Sales arranging of cleaning pad of metal,
기저귀 쓰레기통 판매알선업,35,S2014,Sales arranging of diaper pails,
깃총채 판매알선업,35,S2014,Sales arranging of feather-dusters,
깃털로 만든 빗자루 판매알선업,35,S2014,Sales arranging of feather brooms,
나무껍질용 브러시 판매알선업,35,S2014,Sales arranging of brushes for use on tree bark,
난로용 솔 판매알선업,35,S2014,Sales arranging of fireplace brushes,
냄비 세척용 솔 판매알선업,35,S2014,Sales arranging of pot cleaning brushes,
당구대 솔 판매알선업,35,S2014,Sales arranging of brushes for billiard tables,
대걸레 탈수기 판매알선업,35,S2014,Sales arranging of mop wringers,
대걸레에 장착할 수 있는 바닥왁스도포기 판매알선업,35,S2014,Sales arranging of floor wax applicators mountable on a mop handle,
램프유리닦는 솔 판매알선업,35,S2014,Sales arranging of lamp-glass brushes,
린트 롤러 판매알선업,35,S2014,Sales arranging of lint rollers,
마른 행주 판매알선업,35,S2014,Sales arranging of tea towels,
막힌 배수관 청소용 플런저 판매알선업,35,S2014,Sales arranging of plungers for clearing blocked drains,
맞춤식 쓰레기통 커버 판매알선업,35,S2014,Sales arranging of fitted trash receptacle covers,
먼지 닦는 솔 판매알선업,35,S2014,Sales arranging of dusting brushes,
먼지닦는 장갑 판매알선업,35,S2014,Sales arranging of dust gloves,
먼지닦는 천(걸레) 판매알선업,35,S2014,Sales arranging of dusting cloths [rags],
먼지털이 판매알선업,35,S2014,Sales arranging of dusters,
몹걸레 판매알선업,35,S2014,Sales arranging of mops,
몹걸레 탈수기가 포함된 물통 판매알선업,35,S2014,Sales arranging of buckets incorporating mop wringers,
몹걸레용 물통 판매알선업,35,S2014,Sales arranging of mop buckets,
몹걸레용 헤드 판매알선업,35,S2014,Sales arranging of mop heads,
밀대형 빗자루 판매알선업,35,S2014,Sales arranging of push brooms,
바닥닦기용 천 판매알선업,35,S2014,Sales arranging of cloth for washing floors,
바닥용 솔 판매알선업,35,S2014,Sales arranging of floor brushes,
베이스볼 플레이트용 브러시 판매알선업,35,S2014,Sales arranging of baseball plate brushes,
벽지용 브러시 판매알선업,35,S2014,Sales arranging of wallpaper brushes,
병 세척용 솔 판매알선업,35,S2014,Sales arranging of brushes for cleaning bottles,
부드러운 빗자루 판매알선업,35,S2014,Sales arranging of soft brooms,
부스러기 제거용 솔 판매알선업,35,S2014,Sales arranging of crumb brushes,
비누 제공형 세척용 솔 판매알선업,35,S2014,Sales arranging of soap dispensing dish brushes,
비전기식 광택기구 판매알선업,35,S2014,"Sales arranging of apparatus for wax-polishing, non-electric",
비전기식 블라인드 먼지털이 판매알선업,35,S2014,Sales arranging of non-electric blind dusters,
비전기식 청소용구 판매알선업,35,S2014,"Sales arranging of dusting apparatus, non-electric",
비전기식 카펫청소기 판매알선업,35,S2014,Sales arranging of non-electric carpet cleaners,
빗자루 판매알선업,35,S2014,Sales arranging of brooms,
빗자루 손잡이 판매알선업,35,S2014,Sales arranging of broom handles,
빨래집게 판매알선업,35,S2014,Sales arranging of clothes-pins,
빨래집게 판매알선업,35,S2014,Sales arranging of clothes-pegs,
빨래집게 판매알선업,35,S2014,Sales arranging of clothes pegs [clothes pins],
빨래통 판매알선업,35,S2014,Sales arranging of washtubs,
빨래판 판매알선업,35,S2014,Sales arranging of washing boards,
빵부스러기용 청소기 판매알선업,35,S2014,Sales arranging of crumb-sweepers,
세정 및 광택용 천 판매알선업,35,S2014,Sales arranging of cleaning and polishing cloths,
세척용 금속제 울 판매알선업,35,S2014,Sales arranging of metal wool for cleaning,
세척용 솔 판매알선업,35,S2014,Sales arranging of washing brushes,
세척용 스펀지 클로스 판매알선업,35,S2014,Sales arranging of sponge cloths for cleaning,
세탁 및 청소용구(전기식은 제외) 판매알선업,35,S2014,Sales arranging of cleaning tools and washing utensils (other than electric),
세탁된/풀먹인 및 펴진 기모노용 건조대 판매알선업,35,S2014,"Sales arranging of drying boards for washed, starched and then stretched pieces of kimono (hari-ita)",
세탁망 판매알선업,35,S2014,Sales arranging of laundering nets,
세탁물건조대 판매알선업,35,S2014,Sales arranging of drying racks for laundry,
세탁물건조대 판매알선업,35,S2014,Sales arranging of drying racks for washing,
세탁물건조대 판매알선업,35,S2014,"Sales arranging of clothes racks, for drying",
세탁물걸이 판매알선업,35,S2014,Sales arranging of clothes drying hangers,
세탁볼 판매알선업,35,S2014,Sales arranging of washing balls,
세탁용 솔 판매알선업,35,S2014,Sales arranging of scrubbing brushes,
소스팬 닦는 금속제 솔 판매알선업,35,S2014,Sales arranging of saucepan scourers of metal,
소스팬 닦는 솔 판매알선업,35,S2014,Sales arranging of saucepan scourers,
소스팬용 수세미(금속제 포함) 판매알선업,35,S2014,Sales arranging of saucepan scourers (including metal),
쇠수세미 판매알선업,35,S2014,Sales arranging of steel wool,
쇠수세미 판매알선업,35,S2014,Sales arranging of steelwool,
수동식 청소용구 판매알선업,35,S2014,"Sales arranging of cleaning instruments, hand-operated",
수동식 카펫털개 판매알선업,35,S2014,Sales arranging of carpet beaters [hand instruments],
수세미 판매알선업,35,S2014,Sales arranging of loofahs,
수세미스펀지 판매알선업,35,S2014,Sales arranging of loofah sponges,
수송기계기구 산성 세척용 내산성 세척 브러시 판매알선업,35,S2014,Sales arranging of acid-proof wash brushes used for the application of acid to vehicles for cleaning purposes,
스퀴지(청소용구) 판매알선업,35,S2014,Sales arranging of squeegees [cleaning instruments],
스키 및 스노우보드 왁스용 브러시 판매알선업,35,S2014,Sales arranging of brushes for use with ski and snowboard wax,
스펀지 몹걸레 판매알선업,35,S2014,Sales arranging of sponge mops,
스포츠장비 청소용 솔 판매알선업,35,S2014,Sales arranging of cleaning brushes for sports equipment,
습식맙 판매알선업,35,S2014,Sales arranging of wetmop,
실내용 빗자루 판매알선업,35,S2014,Sales arranging of indoor brooms,
실외용 빗자루 판매알선업,35,S2014,Sales arranging of outdoor brooms,
쓰레기통 판매알선업,35,S2014,Sales arranging of refuse bins,
쓰레기통 판매알선업,35,S2014,Sales arranging of garbage cans,
쓰레기통 판매알선업,35,S2014,Sales arranging of dustbins,
쓰레기통 판매알선업,35,S2014,Sales arranging of garbage pails,
쓰레기통 판매알선업,35,S2014,Sales arranging of dust bins,
쓰레기통(휴지통) 판매알선업,35,S2014,Sales arranging of waste baskets,
쓰레받이 판매알선업,35,S2014,Sales arranging of dust-pans,
악기용 세정브러시 판매알선업,35,S2014,Sales arranging of brushes for cleaning musical instruments,
위생걸레 판매알선업,35,S2014,Sales arranging of cleaning rags,
유리닦개 판매알선업,35,S2014,Sales arranging of cloth for washing glass,
음식물쓰레기통 판매알선업,35,S2014,Sales arranging of trash bin for food waste,
의료기기 세척용 브러시 판매알선업,35,S2014,Sales arranging of brushes for cleaning medical instruments,
의료설비 세척용 면봉 판매알선업,35,S2014,Sales arranging of swabs for cleaning medical instruments,
의료설비 세척용 스펀지 판매알선업,35,S2014,Sales arranging of sponges for cleaning medical instruments,
의류전용 옷 건조걸이 판매알선업,35,S2014,Sales arranging of clothes drying hangers specially designed for specialty clothing,
이면지분리수거함 판매알선업,35,S2014,Sales arranging of box for seperating reusable paper,
이불집게 판매알선업,35,S2014,Sales arranging of pegs for quilts,
일회용 기저귀 쓰레기통 판매알선업,35,S2014,Sales arranging of nappy disposal bins,
일회용 기저귀 쓰레기통 판매알선업,35,S2014,Sales arranging of diaper disposal pails,
자동차용 먼지털이 판매알선업,35,S2014,Sales arranging of dusters for cars,
재활용품 분리수거함 판매알선업,35,S2014,Sales arranging of box for seperating reusable products,
접시 세척용 스크럽 스펀지 판매알선업,35,S2014,Sales arranging of scrub sponges for washing dishes,
접시닦는 솔 판매알선업,35,S2014,Sales arranging of dishwashing brushes,
접시용 고무걸레 판매알선업,35,S2014,Sales arranging of squeegees for dishes,
젖병 세정솔 판매알선업,35,S2014,Sales arranging of feeding bottle brushes,
젖병 세척용 천 판매알선업,35,S2014,Sales arranging of cloths for cleaning baby bottles,
주방용 스펀지 판매알선업,35,S2014,Sales arranging of kitchen sponges,
청소/먼지닦이 및 광택용 천 판매알선업,35,S2014,"Sales arranging of cleaning, dusting and polishing cloths",
청소용 걸레 판매알선업,35,S2014,Sales arranging of cloths for cleaning,
청소용 걸레 판매알선업,35,S2014,Sales arranging of cleaning cloth,
청소용 걸레 판매알선업,35,S2014,Sales arranging of rags for cleaning,
청소용 금속제 패드 판매알선업,35,S2014,Sales arranging of pads of metal for cleaning,
청소용 면 판매알선업,35,S2014,Sales arranging of cleaning cotton,
청소용 면걸레 판매알선업,35,S2014,Sales arranging of cotton waste for cleaning,
청소용 빗솔 판매알선업,35,S2014,Sales arranging of cleaning combs,
청소용 사슴가죽 판매알선업,35,S2014,Sales arranging of buckskin for cleaning,
청소용 삼부스러기 판매알선업,35,S2014,Sales arranging of cleaning tow,
청소용 섀미가죽 판매알선업,35,S2014,Sales arranging of skins of chamois for cleaning,
청소용 섀미가죽 판매알선업,35,S2014,Sales arranging of chamois leather for cleaning,
청소용 쇠수세미 판매알선업,35,S2014,Sales arranging of steel wool for cleaning,
청소용 스크레이퍼 판매알선업,35,S2014,Sales arranging of scrapers for cleaning purposes,
청소용 스펀지 판매알선업,35,S2014,Sales arranging of scouring sponges,
청소용 초극세사제 천 판매알선업,35,S2014,Sales arranging of microfiber cloths for cleaning,
